date,wage_nominal_uah,employed_mln,budget_revenue_bln_uah,pit_bln_uah
2012-04-01,2563.658176754352,17.882,37.2790951489307,7.524783881810511
2012-05-01,2854.8781513028384,18.037,41.44232318467115,7.71704031878173
2012-06-01,2869.9390118489323,17.961,42.07367842544692,8.86563179183161
2012-07-01,3067.1329596987002,17.926,45.093951588533,9.041170277761852
2012-08-01,2936.984132989609,18.056,43.272381598794794,9.038781999041712
2012-09-01,2940.3918152031283,17.898,43.15400249114934,8.860343460379873
2012-10-01,3136.552510012251,18.182,46.553960582826946,9.762430451243938
2012-11-01,3372.195787897685,17.979,50.82065562931953,10.291093005080501
2012-12-01,3827.6687822319245,17.73,56.44756332935845,11.383048154195647
2013-01-01,2806.967080962982,17.52,36.316786731454584,7.65336180939199
2013-02-01,2985.5383573647446,17.461,38.02925362350043,7.411256549785957
2013-03-01,3036.8767044237197,17.745,43.30961085106681,8.940172068914826
2013-04-01,3142.345506920005,17.926,43.182917615179726,9.092123555847703
2013-05-01,3457.391656480952,18.021,49.03510104846149,9.92662386187359
2013-06-01,3420.9120120507346,17.867,47.42945000664057,9.802411997301686
2013-07-01,3746.579888589401,18.097,52.72004709954807,10.578042660317069
2013-08-01,3613.489389222136,18.037,49.6976805705334,10.508077168362174
2013-09-01,3565.9649710902095,17.854,47.93742764022904,10.14807851372201
2013-10-01,3881.0241374734337,18.155,56.00222511388426,11.214821102514476
2013-11-01,4211.03963265249,18.131,59.99195774512391,12.407624864036245
2013-12-01,4737.765346075774,17.811,66.9889982798766,13.233649174340723
2014-01-01,3301.6915506987602,17.473,55.52519808286642,10.806807083617755
2014-02-01,3479.7790316024907,17.31,57.98827303448562,12.030478192424185
2014-03-01,3661.216953865051,17.549,48.78049749274013,10.020512395228078
2014-04-01,3825.4653983271946,17.51,50.28245928466328,10.507201693731343
2014-05-01,4207.782075428241,17.478,52.71394209075545,11.159284012895887
2014-06-01,4176.635379833193,17.221,50.07355066036824,10.50584601323412
2014-07-01,4552.729808696412,17.344,57.74154282751736,11.802554408828472
2014-08-01,4346.580165512112,17.29,50.15876046133204,10.23386261347864
2014-09-01,4458.497906845865,17.112,52.912839119637,10.928140488119265
2014-10-01,4812.728785395732,17.528,61.69412069676738,13.122817753062085
2014-11-01,5142.017489385423,17.346,67.34600002753557,13.66187021077061
2014-12-01,6228.624121823712,17.021,80.0033263889772,15.908741174856539
2015-01-01,4076.827174668586,16.615,51.48079638430109,10.92455020682391
2015-02-01,4373.936715823633,16.554,53.949529224002106,11.150707507331592
2015-03-01,4525.503349442055,16.652,55.15220394752426,11.042768795725655
2015-04-01,4489.8156137876385,16.827,55.77597701811462,11.55676266051584
2015-05-01,4979.896875385859,16.783,60.99474423064098,12.472606274141992
2015-06-01,5006.358772980625,16.542,60.83336810076567,12.252834958015036
2015-07-01,5715.80941271599,16.98,72.05987485155543,14.789472558612909
2015-08-01,5258.950062888007,16.999,67.48017321070488,13.351535782933212
2015-09-01,5529.790426150659,16.693,67.76630395469827,14.09667113116238
2015-10-01,5971.92401410518,17.043,73.07360669982455,15.715440293818261
2015-11-01,6503.118812209178,16.788,82.5668291828513,16.582999635297455
2015-12-01,7507.28235064703,16.428,93.81104304016105,19.75667811680195
2016-01-01,4993.32387439477,16.188,60.17681463543419,12.26140620101472
2016-02-01,5306.815910572492,16.045,63.38485781654154,13.121688578599597
2016-03-01,5496.229364231514,16.309,65.2257573780522,12.860030384678781
2016-04-01,5614.605726298264,16.264,66.97498406540454,13.591799810165977
2016-05-01,6208.790106259374,16.194,69.77506604269313,14.624535716672868
2016-06-01,6184.680337656454,16.111,70.21956108565985,14.483052353343911
2016-07-01,6825.358411675211,16.42,79.13956853466284,16.506171803153514
2016-08-01,6647.479487599598,16.43,75.79317035159704,15.691815269418166
2016-09-01,6557.904759176842,16.114,73.82879994481786,15.601154741934222
2016-10-01,7354.112522131019,16.451,87.00195516796148,18.913109544500987
2016-11-01,7966.084360870761,16.25,96.50988680621575,19.578968104751674
2016-12-01,9172.444385169512,15.781,114.20799480123502,23.225903630036488
2017-01-01,5933.275612135912,15.798,65.32723683531911,13.69600008803135
2017-02-01,6219.375933073172,15.707,67.84227338882461,14.505116109009869
2017-03-01,6699.828322899938,15.822,73.41331811578351,15.314335228360068
2017-04-01,6694.001355391132,15.936,73.3201881563387,15.683324300618239
2017-05-01,7619.652981616387,15.923,85.2493972533262,17.165260295208604
2017-06-01,7641.40194865575,15.829,84.80247897769016,17.509505758262538
2017-07-01,8308.241623861612,16.084,93.30091755733942,18.639257715179276
2017-08-01,8328.147907019942,15.93,91.05590512137434,18.782358255077114
2017-09-01,8087.728741104644,15.817,88.91352031777194,18.203254701326305
2017-10-01,8985.921728880932,16.122,102.27054624341483,21.605604065280435
2017-11-01,9819.72672568491,15.852,110.99758853371262,23.02227879059463
2017-12-01,11617.096474972739,15.544,133.42251767770628,27.47674703758721
2018-01-01,7193.085617630532,15.443,75.29966621579095,15.620275951176675
2018-02-01,7666.822142141827,15.357,79.04532470071418,16.48096399622975
2018-03-01,8038.628177211092,15.61,84.23378785039746,17.69737947601657
2018-04-01,8281.82775171632,15.787,86.68095275466408,18.028704508050666
2018-05-01,9442.657957176416,15.637,98.96158107084962,20.362154065210575
2018-06-01,9370.68376401394,15.561,97.98783845880492,21.193124332718547
2018-07-01,10381.425649561059,15.785,106.6170085238915,22.494988489945364
2018-08-01,10014.570153422892,15.802,105.9856730456284,21.731587911760826
2018-09-01,9942.630756380699,15.431,104.95804340925083,21.010951940287548
2018-10-01,11000.170260424089,15.871,116.91830928342733,24.178754276220726
2018-11-01,12047.160213454565,15.705,129.35804720365627,26.911259626703174
2018-12-01,14167.91731571471,15.305,155.19463007857118,32.12878325342384
2019-01-01,9397.833743152563,15.243,93.73896748327263,18.935694834842174
2019-02-01,9861.925687010345,15.144,96.80028962473799,20.75789909093473
2019-03-01,10480.519980379286,15.336,106.60053757481228,21.0874313343925
2019-04-01,10635.030765880701,15.555,106.50876486219141,20.937643951002602
2019-05-01,11836.265162154665,15.543,118.21713407022821,25.241743675556766
2019-06-01,12022.008795574331,15.452,119.31571222709105,24.915658422093326
2019-07-01,12674.237382087256,15.79,124.40477041654522,25.87298155233627
2019-08-01,12560.835177095154,15.806,123.9310468590485,25.85349039073198
2019-09-01,12332.067993378443,15.459,121.65256881776905,24.780097706498204
2019-10-01,13457.811524863228,15.827,135.58495663708698,29.633835653784324
2019-11-01,13384.561821484947,15.633,135.04281178672878,29.73561586743503
2019-12-01,15356.901966938993,15.055,158.2024396404864,32.24790752039208
